Detected,Not Detected,Presumptive positive,SAMPLED_DATE,SAMPLE_NAME,lat,lon,Areas
0,8,0,2019-09,Nightshift: Zone 4,-41.256339,173.277206,Zone 4
0,8,0,2019-10,Nightshift: Zone 4,-41.256339,173.277206,Zone 4
0,7,0,2019-11,Nightshift: Zone 4,-41.256339,173.277206,Zone 4
0,4,0,2019-12,Nightshift: Zone 4,-41.256339,173.277206,Zone 4
0,63,0,2018-01,Zone 4,-41.2564,173.278016,Zone 4
0,57,0,2018-02,Zone 4,-41.2564,173.278016,Zone 4
0,222,0,2018-03,Zone 4,-41.2564,173.278016,Zone 4
1,278,0,2018-04,Zone 4,-41.2564,173.278016,Zone 4
0,282,0,2018-05,Zone 4,-41.2564,173.278016,Zone 4
0,83,0,2018-06,Zone 4,-41.2564,173.278016,Zone 4
0,174,0,2018-07,Zone 4,-41.2564,173.278016,Zone 4
0,50,0,2018-08,Zone 4,-41.2564,173.278016,Zone 4
0,55,0,2018-09,Zone 4,-41.2564,173.278016,Zone 4
0,78,0,2018-10,Zone 4,-41.2564,173.278016,Zone 4
0,70,0,2018-11,Zone 4,-41.2564,173.278016,Zone 4
0,22,0,2018-12,Zone 4,-41.2564,173.278016,Zone 4
0,55,0,2019-01,Zone 4,-41.2564,173.278016,Zone 4
0,31,1,2019-02,Zone 4,-41.2564,173.278016,Zone 4
0,16,0,2019-03,Zone 4,-41.2564,173.278016,Zone 4
0,11,0,2019-04,Zone 4,-41.2564,173.278016,Zone 4
0,55,0,2019-05,Zone 4,-41.2564,173.278016,Zone 4
0,18,0,2019-06,Zone 4,-41.2564,173.278016,Zone 4
0,53,0,2019-08,Zone 4,-41.2564,173.278016,Zone 4
0,11,0,2019-09,Zone 4,-41.2564,173.278016,Zone 4
0,7,0,2019-11,Zone 4,-41.2564,173.278016,Zone 4
0,4,0,2019-12,Zone 4,-41.2564,173.278016,Zone 4
